# {"t_start": 1574979765.983704} 
r,l,t
174.54547,201,72.030556
173.99237,201,72.030582
239.30495,201,72.030607
235.25427,201,72.030633
177.27467,201,72.030658
218.30585,201,72.030683
178.46758,201,72.030707
210.60196,201,72.536036
222.12955,201,72.536125
218.03223,201,72.536158
201.37418,201,72.536205
211.18741,201,72.536232
220.786,201,72.536255
210.22406,201,72.536277
182.60445,201,72.536299
174.87865,201,72.53632
238.42676,201,72.536342
177.94998,201,72.536363
215.20279,201,72.536394
209.86621,201,73.0392
176.22517,201,73.039285
180.58495,201,73.039319
221.06953,201,73.039346
222.17589,201,73.039369
173.9759,201,73.039392
208.77089,201,73.039415
218.60529,201,73.039437
179.72768,201,73.03946
224.52263,201,73.039482
173.58347,201,73.039503
237.56476,201,73.039525
176.03731,201,73.530536
236.0747,201,73.530619
174.15796,201,73.530652
237.85602,201,73.530678
217.35922,201,73.530702
175.30107,201,73.530725
175.54056,201,73.530747
209.97162,201,73.530769
175.1014,201,73.53079
214.80885,201,73.530812
179.26318,201,73.530833
212.01419,201,73.530854
229.7307,201,74.028746
217.64127,201,74.028828
230.13666,201,74.028859
180.6788,201,74.028885
209.35408,201,74.028908
230.31227,201,74.028931
177.43759,201,74.028953
213.97447,201,74.028975
215.05333,201,74.028996
225.52432,201,74.029018
174.70595,201,74.02904
173.63974,201,74.029062
177.76112,201,74.527537
227.27315,201,74.527621
220.84764,201,74.527656
175.31166,201,74.527683
222.74129,201,74.527707
176.17802,201,74.527731
216.81744,201,74.527753
230.0635,201,74.527775
177.26251,201,74.527797
175.41875,201,74.527819
209.99306,201,74.527841
176.24736,201,74.527862
178.69594,201,75.021468
236.78282,201,75.021549
176.62653,201,75.02158
229.73497,201,75.021605
216.74533,201,75.021629
179.09714,201,75.021651
177.33592,201,75.021674
221.12259,201,75.021695
180.93562,201,75.021717
175.59312,201,75.021739
223.21916,201,75.02176
232.94135,201,75.021781
175.22108,201,75.544818
213.01926,201,75.544901
177.27354,201,75.544931
179.02477,201,75.544955
220.49176,201,75.544978
210.579,201,75.544999
176.18567,201,75.545021
224.27109,201,75.545042
236.27263,201,75.545063
222.57402,201,75.545084
214.5297,201,75.545105
222.5694,201,75.545127
173.55519,201,76.040739
173.97395,201,76.040821
217.02908,201,76.040856
182.15913,201,76.040882
224.86041,201,76.040906
230.02565,201,76.040929
214.97142,201,76.040951
236.6703,201,76.040973
225.06712,201,76.040995
199.78625,201,76.041017
215.45,201,76.041038
207.07634,201,76.04106
175.38116,201,76.536142
211.02695,201,76.536225
217.27153,201,76.536255
177.27287,201,76.536279
176.79068,201,76.536302
210.01396,201,76.536324
221.86044,201,76.536346
174.05241,201,76.536367
178.19191,201,76.536389
213.6683,201,76.53641
177.60579,201,76.536432
236.46205,201,76.536453
222.39554,201,77.029907
208.35193,201,77.029989
200.31107,201,77.03002
225.10477,201,77.030045
177.28667,201,77.030068
223.2439,201,77.03009
232.45515,201,77.030112
178.87447,201,77.030133
178.1974,201,77.030155
174.0909,201,77.030177
237.97531,201,77.030198
179.74637,201,77.03022
173.65509,201,77.525489
224.24171,201,77.52557
216.41124,201,77.525601
177.01941,201,77.525626
180.1265,201,77.525649
226.50514,201,77.525672
177.3922,201,77.525693
224.2664,201,77.525714
215.75699,201,77.525736
223.9043,201,77.525757
231.99178,201,77.525778
175.61153,201,77.5258
179.74355,201,78.019835
178.60669,201,78.019915
216.47537,201,78.019945
239.66545,201,78.01997
176.05318,201,78.019992
179.54292,201,78.020015
176.92505,201,78.020037
215.91145,201,78.020059
180.60158,201,78.02008
217.90086,201,78.020102
175.82922,201,78.020123
241.08153,201,78.020144
177.44374,201,78.512234
220.20702,201,78.512318
209.07507,201,78.512352
173.67058,201,78.512378
176.7347,201,78.512402
176.66031,201,78.512425
230.1037,201,78.512448
210.70184,201,78.51247
176.99118,201,78.512493
227.46095,201,78.512515
223.89423,201,78.512537
237.33153,201,78.512559
227.91286,201,79.010531
217.48831,201,79.010611
225.02513,201,79.010642
176.47882,201,79.010666
175.71881,201,79.010688
178.38414,201,79.01071
220.76962,201,79.010732
179.63206,201,79.010754
180.7481,201,79.010775
220.71457,201,79.010797
231.8579,201,79.010819
177.19904,201,79.01084
217.34193,201,79.523357
215.94135,201,79.52346
216.3901,201,79.523497
228.31393,201,79.523524
175.21297,201,79.523548
179.40215,201,79.523571
216.99988,201,79.523594
211.74123,201,79.523617
200.7245,201,79.523639
175.2176,201,79.523661
177.71417,201,79.523682
179.24034,201,79.523704
175.70088,201,80.016853
178.9025,201,80.016936
202.91481,201,80.016972
229.75043,201,80.016998
178.11438,201,80.017022
177.35631,201,80.017045
214.9362,201,80.017068
201.37796,201,80.01709
224.48364,201,80.017112
207.24089,201,80.017133
215.18913,201,80.017155
176.98898,201,80.017176
178.0701,201,80.516252
224.4105,201,80.516335
210.8214,201,80.516365
183.79347,201,80.51639
211.47398,201,80.516412
201.00697,201,80.516434
205.20204,201,80.516456
229.18968,201,80.516477
231.44662,201,80.516498
222.84453,201,80.516519
228.15428,201,80.51654
209.55476,201,80.516561
205.98785,201,81.024196
222.08127,201,81.024276
176.23422,201,81.024311
215.52434,201,81.024338
178.61214,201,81.024361
223.55193,201,81.024383
208.50912,201,81.024405
213.27562,201,81.024427
221.45032,201,81.024448
176.68541,201,81.02447
177.3939,201,81.024491
176.19858,201,81.024512
212.44212,201,81.520935
179.28497,201,81.521017
214.2155,201,81.521047
237.59517,201,81.521071
217.68326,201,81.521094
228.42116,201,81.521115
223.9165,201,81.521137
177.41954,201,81.521159
210.27155,201,81.52118
217.37283,201,81.521202
179.14691,201,81.521223
173.70897,201,81.521244
216.88806,201,82.018671
230.80981,201,82.018754
216.57045,201,82.018788
207.03996,201,82.018815
173.87697,201,82.018839
231.18079,201,82.018861
230.5136,201,82.018884
215.91644,201,82.018906
223.12161,201,82.018928
206.76717,201,82.01895
174.26292,201,82.018972
239.0101,201,82.018993
178.52084,201,82.517756
208.66916,201,82.51784
175.5095,201,82.517874
221.42258,201,82.5179
224.64043,201,82.517924
216.12775,201,82.517948
221.96443,201,82.517971
212.72995,201,82.517994
202.34518,201,82.518017
178.49588,201,82.518039
238.17537,201,82.518061
174.38187,201,82.518083
234.78165,201,83.018488
176.38632,201,83.01857
231.77382,201,83.018604
223.266,201,83.01863
217.08244,201,83.018654
224.65282,201,83.018678
212.24013,201,83.018701
224.85732,201,83.018724
238.47888,201,83.018746
209.13052,201,83.018769
221.72813,201,83.01879
232.23369,201,83.018813
177.26392,201,83.513985
214.90291,201,83.514068
177.92865,201,83.514102
224.87254,201,83.514128
202.44298,201,83.514152
213.52043,201,83.514175
177.918,201,83.514198
174.69585,201,83.514221
233.74283,201,83.514244
199.73264,201,83.514266
213.28654,201,83.514288
220.41609,201,83.51431
221.10786,201,84.007298
229.38078,201,84.007381
178.38269,201,84.007415
175.20985,201,84.007441
213.39873,201,84.007465
175.64928,201,84.007488
218.19395,201,84.007511
219.67062,201,84.007533
223.89708,201,84.007555
213.68066,201,84.007577
203.86247,201,84.007599
223.30383,201,84.007622
217.46956,201,84.498348
217.51355,201,84.49843
177.77081,201,84.498461
225.29507,201,84.498487
221.37854,201,84.49851
174.44734,201,84.498532
176.48349,201,84.498553
174.63647,201,84.498575
224.34755,201,84.498597
229.49878,201,84.498619
232.72498,201,84.49864
217.99252,201,84.498662
240.44592,201,84.99228
179.78976,201,84.992361
174.95757,201,84.992391
220.82231,201,84.992415
210.28583,201,84.992439
175.34462,201,84.992461
176.7457,201,84.992482
209.22667,201,84.992504
178.45241,201,84.992526
181.53845,201,84.992547
221.65521,201,84.992568
228.61922,201,84.992589
221.8962,201,85.498723
222.51823,201,85.498806
223.30864,201,85.498839
216.61288,201,85.498866
235.12318,201,85.498891
239.32204,201,85.498913
204.73547,201,85.498937
224.32878,201,85.498959
178.56845,201,85.498982
238.52142,201,85.499004
176.9079,201,85.499026
223.95732,201,85.499048
181.24576,201,86.01503
182.05457,201,86.015113
236.79349,201,86.015146
175.02516,201,86.015173
177.443,201,86.015197
216.1424,201,86.015221
179.50922,201,86.015244
241.50513,201,86.015267
222.56348,201,86.015289
179.94456,201,86.015311
180.50487,201,86.015356
176.74744,201,86.015381
174.61029,201,86.5118
219.5163,201,86.511883
176.65092,201,86.511917
209.43033,201,86.511943
173.69226,201,86.511967
177.89163,201,86.511989
176.12012,201,86.512011
221.52141,201,86.512034
178.8698,201,86.512056
226.29549,201,86.512078
216.92162,201,86.5121
176.04814,201,86.512122
202.04547,201,87.014343
211.26094,201,87.014423
206.64432,201,87.014454
228.85466,201,87.014479
213.61339,201,87.014501
218.85916,201,87.014524
222.19937,201,87.014545
177.42381,201,87.014566
203.43588,201,87.014587
200.564,201,87.014608
179.71988,201,87.01463
177.44327,201,87.014651
177.93518,201,87.50574
180.64209,201,87.505827
232.16418,201,87.505864
174.85715,201,87.505897
210.76039,201,87.505926
227.97966,201,87.505949
227.0672,201,87.505972
229.4118,201,87.505994
213.5398,201,87.506016
223.86261,201,87.506038
214.15587,201,87.50606
175.19884,201,87.506082
218.4592,201,88.004404
231.3292,201,88.004484
173.5351,201,88.004514
216.74911,201,88.004538
216.76576,201,88.004561
178.23747,201,88.004583
216.0323,201,88.004604
236.84256,201,88.004626
221.89877,201,88.004648
227.70178,201,88.004669
180.73688,201,88.00469
223.13376,201,88.004712
175.92738,201,88.502472
201.37189,201,88.502554
173.41971,201,88.502589
216.14453,201,88.502616
229.79779,201,88.50264
209.14148,201,88.502663
227.3257,201,88.502685
215.96584,201,88.502707
221.54742,201,88.502728
218.93001,201,88.502751
210.70921,201,88.502772
223.82481,201,88.502794
225.16313,201,89.002803
213.99457,201,89.002897
216.48116,201,89.002945
209.55492,201,89.002984
224.85739,201,89.003012
175.69345,201,89.003039
222.71524,201,89.003064
206.57108,201,89.00309
213.09558,201,89.003116
222.98145,201,89.003141
209.69145,201,89.003166
235.7772,201,89.003191
223.74098,201,89.49408
178.4573,201,89.49417
176.39601,201,89.494205
175.95969,201,89.494233
201.66985,201,89.49426
222.87563,201,89.494286
177.18776,201,89.494311
173.53511,201,89.494336
236.73717,201,89.49436
221.19693,201,89.494385
180.23778,201,89.49441
231.6838,201,89.494435
179.95612,201,89.981588
203.46352,201,89.981675
174.7241,201,89.981709
183.03629,201,89.981738
173.8438,201,89.981765
225.02773,201,89.98179
176.85915,201,89.981815
178.80156,201,89.98184
227.60295,201,89.981865
204.54431,201,89.981889
228.66066,201,89.981913
176.16815,201,89.981938
180.45413,201,90.480328
217.62975,201,90.480417
223.77628,201,90.480456
174.9813,201,90.480486
218.64122,201,90.480514
222.629,201,90.480541
225.80142,201,90.480567
223.63313,201,90.480592
239.33414,201,90.480618
175.49976,201,90.480643
182.6442,201,90.480668
221.83727,201,90.480693
175.09265,201,90.9767
214.41348,201,90.976788
176.96365,201,90.976822
178.86551,201,90.976851
222.9687,201,90.976877
216.48,201,90.976903
202.90724,201,90.976928
212.91626,201,90.976953
209.55632,201,90.976977
175.57063,201,90.977002
210.64223,201,90.977026
174.74596,201,90.977051
228.3419,201,91.470627
217.08133,201,91.470715
210.9184,201,91.470753
217.5223,201,91.470782
175.39069,201,91.470809
223.44304,201,91.470835
173.87288,201,91.470861
222.32674,201,91.470886
216.47917,201,91.470911
179.47656,201,91.470936
176.06148,201,91.470961
174.84589,201,91.470986
176.72441,201,91.962082
217.40926,201,91.962172
210.03934,201,91.962208
213.4974,201,91.962237
177.43553,201,91.962264
209.88028,201,91.96229
176.43576,201,91.962316
214.27013,201,91.962341
231.2548,201,91.962367
177.36205,201,91.962392
216.83131,201,91.962417
222.43036,201,91.962442
177.80095,201,92.458146
239.35185,201,92.458237
223.20802,201,92.458275
209.73491,201,92.458305
230.02878,201,92.458332
180.88055,201,92.458358
234.14272,201,92.458384
215.91907,201,92.458409
211.81364,201,92.458435
179.677,201,92.45846
211.20796,201,92.458486
228.35461,201,92.458511
180.6951,201,92.953436
221.43336,201,92.953524
205.90765,201,92.953571
212.64992,201,92.953605
178.8233,201,92.953633
216.33372,201,92.95366
212.2211,201,92.953686
179.49672,201,92.953712
227.89536,201,92.953757
176.1751,201,92.953783
227.35089,201,92.953805
211.9254,201,92.953827
178.58109,201,93.452053
221.15536,201,93.452135
174.53561,201,93.452166
208.08238,201,93.452191
176.23842,201,93.452214
177.71283,201,93.452236
211.83778,201,93.452257
175.66914,201,93.452279
179.04837,201,93.452301
217.18655,201,93.452323
221.61234,201,93.452345
174.38876,201,93.452366
176.37956,201,93.951191
173.94234,201,93.951273
217.78343,201,93.951303
174.6239,201,93.951328
223.7194,201,93.95135
224.23279,201,93.951372
217.10025,201,93.951394
229.95605,201,93.951416
177.70457,201,93.951438
176.04451,201,93.951459
208.12973,201,93.95148
209.36642,201,93.951501
221.51921,201,94.445602
176.84212,201,94.445684
223.79366,201,94.445718
176.09306,201,94.445744
176.12115,201,94.445768
216.45526,201,94.445791
232.20782,201,94.445812
200.02747,201,94.445835
212.22002,201,94.445857
210.24326,201,94.445878
180.28436,201,94.4459
206.73636,201,94.445922
179.45946,201,94.947308
175.46068,201,94.947391
213.3512,201,94.947426
222.92648,201,94.947451
229.57773,201,94.947475
175.31548,201,94.947499
215.07512,201,94.947521
229.05782,201,94.947544
210.79285,201,94.947566
201.75926,201,94.947588
224.55167,201,94.94761
216.32907,201,94.947632
222.64981,201,95.439109
173.43771,201,95.439192
237.20715,201,95.439226
222.67227,201,95.439252
174.67651,201,95.439276
176.66028,201,95.439299
206.0262,201,95.439321
238.58011,201,95.439343
180.20114,201,95.439365
211.67188,201,95.439386
203.26031,201,95.439408
228.5489,201,95.43943
228.74574,201,95.951656
177.42433,201,95.951724
205.2645,201,95.951754
223.31953,201,95.951779
222.92232,201,95.951802
204.0435,201,95.951824
180.4039,201,95.951846
174.95944,201,95.951868
225.86978,201,95.951889
215.20493,201,95.951911
211.84312,201,95.951932
225.4963,201,95.951954
209.2469,201,96.447363
222.03336,201,96.447442
218.06491,201,96.447472
173.72928,201,96.447496
174.80348,201,96.447519
180.35266,201,96.447541
222.53398,201,96.447562
208.32616,201,96.447583
223.87888,201,96.447604
222.06856,201,96.447625
230.1992,201,96.447646
208.70697,201,96.447667
212.95593,201,96.954503
218.991,201,96.954591
242.19049,201,96.954632
231.31812,201,96.954661
216.15208,201,96.954692
229.8762,201,96.954723
223.50441,201,96.954746
223.19864,201,96.954769
216.26724,201,96.954792
216.60239,201,96.954814
213.79044,201,96.954836
175.62453,201,96.954857
173.77014,201,97.449572
236.05452,201,97.449653
225.51042,201,97.44969
234.73378,201,97.449718
210.99927,201,97.449744
216.3279,201,97.449768
222.24947,201,97.449791
209.72269,201,97.449814
224.30911,201,97.449837
222.06694,201,97.44986
230.24219,201,97.449883
175.2722,201,97.449906
176.01926,201,97.955623
238.61812,201,97.955705
176.76488,201,97.955738
218.0525,201,97.955764
224.13705,201,97.955788
221.72191,201,97.955812
215.18866,201,97.955834
223.66588,201,97.955857
210.1016,201,97.955879
176.31105,201,97.955901
176.23106,201,97.955924
215.05185,201,97.955946
215.15765,201,98.449362
239.83167,201,98.449445
183.7617,201,98.449475
211.5142,201,98.4495
225.2455,201,98.449523
177.53514,201,98.449545
205.22485,201,98.449567
174.78629,201,98.449589
223.92155,201,98.44961
175.13763,201,98.449632
219.77371,201,98.449654
175.41917,201,98.449675
222.63441,201,98.952369
183.40608,201,98.952451
215.40913,201,98.952485
215.92276,201,98.952511
213.48213,201,98.952536
180.81714,201,98.952559
235.38423,201,98.952581
229.41507,201,98.952603
245.0963,201,98.952625
222.95076,201,98.952647
238.30916,201,98.952669
209.00316,201,98.952691
222.73215,201,99.451156
234.3078,201,99.451238
232.33434,201,99.451271
224.99844,201,99.451297
222.88452,201,99.451321
224.84917,201,99.451344
238.10019,201,99.451366
231.85815,201,99.451389
235.33424,201,99.451411
219.85837,201,99.451433
237.53877,201,99.451455
222.78093,201,99.451477
212.0326,201,99.943409
176.87172,201,99.943492
173.67323,201,99.943526
176.78226,201,99.943551
220.26155,201,99.943575
217.21167,201,99.943598
179.68944,201,99.943641
203.7252,201,99.943667
215.43251,201,99.94369
176.77745,201,99.943712
175.99908,201,99.943734
209.07574,201,99.943755
222.59595,201,100.437616
215.16707,201,100.437697
216.48544,201,100.437731
224.64696,201,100.437757
222.48027,201,100.437781
177.34572,201,100.437804
209.75276,201,100.437826
214.74866,201,100.437848
216.59637,201,100.43787
223.40236,201,100.437892
217.76294,201,100.437914
178.1671,201,100.437935
222.84904,201,100.932238
231.47261,201,100.932322
220.76831,201,100.932355
213.56915,201,100.93238
216.12964,201,100.932404
176.05621,201,100.932428
222.96155,201,100.93245
214.4546,201,100.932473
210.64331,201,100.932495
212.79968,201,100.932517
177.4407,201,100.932538
214.06808,201,100.932561
173.65822,201,101.424934
215.42552,201,101.425015
231.36638,201,101.425047
201.03627,201,101.425073
202.75108,201,101.425097
174.66315,201,101.425119
240.51627,201,101.425142
236.1245,201,101.425164
206.75755,201,101.425185
177.1945,201,101.425207
175.41335,201,101.425228
183.91751,201,101.42525
222.85097,201,101.917784
173.56871,201,101.917864
215.51888,201,101.917895
173.58888,201,101.91792
216.20264,201,101.917943
214.50978,201,101.917965
179.1305,201,101.917987
176.84412,201,101.918008
236.42738,201,101.91803
210.96202,201,101.918051
223.94522,201,101.918072
179.18672,201,101.918093
177.57632,201,102.416271
218.19688,201,102.416353
221.00739,201,102.416383
221.12054,201,102.416408
209.06769,201,102.416431
175.63548,201,102.416453
208.63963,201,102.416475
239.89221,201,102.416496
223.18364,201,102.416518
234.09749,201,102.416539
222.91492,201,102.41656
210.3421,201,102.416582
176.12263,201,102.912937
177.50189,201,102.913021
209.2466,201,102.913054
231.26958,201,102.913079
208.42732,201,102.913103
206.65672,201,102.913126
215.20454,201,102.913148
